drugbank_id,name,other_drug_name,interaction_description
db00001,lepirudin,testosterone undecanoate,testosterone undecanoate may increase the anticoagulant activities of lepirudin.
db00001,lepirudin,testosterone enantate benzilic acid hydrazone,testosterone enantate benzilic acid hydrazone may increase the anticoagulant activities of lepirudin.
db00001,lepirudin,stanolone acetate,stanolone acetate may increase the anticoagulant activities of lepirudin.
db00001,lepirudin,trestolone acetate,trestolone acetate may increase the anticoagulant activities of lepirudin.
db00001,lepirudin,"(1,2,6,7-3h)testosterone","(1,2,6,7-3h)testosterone may increase the anticoagulant activities of lepirudin."
db00001,lepirudin,drostanolone propionate,drostanolone propionate may increase the anticoagulant activities of lepirudin.
db00001,lepirudin,stanolone,stanolone may increase the anticoagulant activities of lepirudin.
db00001,lepirudin,azficel-t,the risk or severity of adverse effects can be increased when lepirudin is combined with azficel-t.
db00001,lepirudin,omega-3-carboxylic acids,the therapeutic efficacy of lepirudin can be increased when used in combination with omega-3-carboxylic acids.
db00001,lepirudin,"antihemophilic factor, human recombinant","the therapeutic efficacy of antihemophilic factor, human recombinant can be decreased when used in combination with lepirudin."
db00001,lepirudin,coagulation factor viia recombinant human,the therapeutic efficacy of coagulation factor viia recombinant human can be decreased when used in combination with lepirudin.
db00001,lepirudin,coagulation factor ix (recombinant),the therapeutic efficacy of coagulation factor ix (recombinant) can be decreased when used in combination with lepirudin.
db00001,lepirudin,calcium,the therapeutic efficacy of calcium can be decreased when used in combination with lepirudin.
db00001,lepirudin,pantothenic acid,the therapeutic efficacy of pantothenic acid can be decreased when used in combination with lepirudin.
db00001,lepirudin,formic acid,the therapeutic efficacy of formic acid can be decreased when used in combination with lepirudin.
db00001,lepirudin,platelet activating factor,the therapeutic efficacy of platelet activating factor can be decreased when used in combination with lepirudin.
db00001,lepirudin,turoctocog alfa,the therapeutic efficacy of turoctocog alfa can be decreased when used in combination with lepirudin.
db00001,lepirudin,fibrinogen human,the therapeutic efficacy of fibrinogen human can be decreased when used in combination with lepirudin.
db00001,lepirudin,catridecacog,the therapeutic efficacy of catridecacog can be decreased when used in combination with lepirudin.
db00001,lepirudin,"antihemophilic factor (recombinant), pegylated","the therapeutic efficacy of antihemophilic factor (recombinant), pegylated can be decreased when used in combination with lepirudin."
db00001,lepirudin,prothrombin,the therapeutic efficacy of prothrombin can be decreased when used in combination with lepirudin.
db00001,lepirudin,factor ix complex (human),the therapeutic efficacy of factor ix complex (human) can be decreased when used in combination with lepirudin.
db00001,lepirudin,susoctocog alfa,the therapeutic efficacy of susoctocog alfa can be decreased when used in combination with lepirudin.
db00001,lepirudin,eftrenonacog alfa,the therapeutic efficacy of eftrenonacog alfa can be decreased when used in combination with lepirudin.
db00001,lepirudin,rusalatide acetate,the therapeutic efficacy of rusalatide acetate can be decreased when used in combination with lepirudin.
db00001,lepirudin,vatreptacog alfa,the therapeutic efficacy of vatreptacog alfa can be decreased when used in combination with lepirudin.
db00001,lepirudin,factor xiii (human),the therapeutic efficacy of factor xiii (human) can be decreased when used in combination with lepirudin.
db00001,lepirudin,von willebrand factor human,the therapeutic efficacy of von willebrand factor human can be decreased when used in combination with lepirudin.
db00001,lepirudin,coagulation factor x human,the therapeutic efficacy of coagulation factor x human can be decreased when used in combination with lepirudin.
db00001,lepirudin,coagulation factor vii human,the therapeutic efficacy of coagulation factor vii human can be decreased when used in combination with lepirudin.
db00001,lepirudin,anti-inhibitor coagulant complex,the therapeutic efficacy of anti-inhibitor coagulant complex can be decreased when used in combination with lepirudin.
db00001,lepirudin,coagulation factor ix human,the therapeutic efficacy of coagulation factor ix human can be decreased when used in combination with lepirudin.
db00001,lepirudin,antihemophilic factor human,the therapeutic efficacy of antihemophilic factor human can be decreased when used in combination with lepirudin.
db00001,lepirudin,kallidinogenase,the therapeutic efficacy of kallidinogenase can be decreased when used in combination with lepirudin.
db00001,lepirudin,trenonacog alfa,the therapeutic efficacy of trenonacog alfa can be decreased when used in combination with lepirudin.
db00001,lepirudin,albutrepenonacog alfa,the therapeutic efficacy of albutrepenonacog alfa can be decreased when used in combination with lepirudin.
db00001,lepirudin,emicizumab,the therapeutic efficacy of emicizumab can be decreased when used in combination with lepirudin.
db00001,lepirudin,nonacog beta pegol,the therapeutic efficacy of nonacog beta pegol can be decreased when used in combination with lepirudin.
db00001,lepirudin,moroctocog alfa,the therapeutic efficacy of moroctocog alfa can be decreased when used in combination with lepirudin.
db00001,lepirudin,beroctocog alfa,the therapeutic efficacy of beroctocog alfa can be decreased when used in combination with lepirudin.
db00001,lepirudin,andexanet alfa,the therapeutic efficacy of andexanet alfa can be decreased when used in combination with lepirudin.
db00001,lepirudin,calcium cation,the therapeutic efficacy of calcium cation can be decreased when used in combination with lepirudin.
db00001,lepirudin,damoctocog alfa pegol,the therapeutic efficacy of damoctocog alfa pegol can be decreased when used in combination with lepirudin.
db00001,lepirudin,turoctocog alfa pegol,the therapeutic efficacy of turoctocog alfa pegol can be decreased when used in combination with lepirudin.
db00001,lepirudin,fluvoxamine,the risk or severity of hemorrhage can be increased when fluvoxamine is combined with lepirudin.
db00001,lepirudin,citalopram,the risk or severity of bleeding can be increased when lepirudin is combined with citalopram.
db00001,lepirudin,fluoxetine,the risk or severity of hemorrhage can be increased when fluoxetine is combined with lepirudin.
db00001,lepirudin,paroxetine,the risk or severity of hemorrhage can be increased when paroxetine is combined with lepirudin.
db00001,lepirudin,nefazodone,the risk or severity of hemorrhage can be increased when nefazodone is combined with lepirudin.
db00001,lepirudin,zimelidine,the risk or severity of hemorrhage can be increased when zimelidine is combined with lepirudin.
db00001,lepirudin,dapoxetine,the risk or severity of hemorrhage can be increased when dapoxetine is combined with lepirudin.
db00001,lepirudin,seproxetine,the risk or severity of hemorrhage can be increased when seproxetine is combined with lepirudin.
db00001,lepirudin,indalpine,the risk or severity of hemorrhage can be increased when indalpine is combined with lepirudin.
db00001,lepirudin,ritanserin,the risk or severity of hemorrhage can be increased when ritanserin is combined with lepirudin.
db00001,lepirudin,alaproclate,the risk or severity of hemorrhage can be increased when alaproclate is combined with lepirudin.
db00001,lepirudin,duloxetine,the risk or severity of hemorrhage can be increased when duloxetine is combined with lepirudin.
db00001,lepirudin,sibutramine,the risk or severity of hemorrhage can be increased when sibutramine is combined with lepirudin.
db00001,lepirudin,milnacipran,the risk or severity of hemorrhage can be increased when milnacipran is combined with lepirudin.
db00001,lepirudin,desvenlafaxine,the risk or severity of adverse effects can be increased when desvenlafaxine is combined with lepirudin.
db00001,lepirudin,levomilnacipran,the risk or severity of bleeding can be increased when lepirudin is combined with levomilnacipran.
db00001,lepirudin,venlafaxine,the risk or severity of bleeding can be increased when lepirudin is combined with venlafaxine.
db00001,lepirudin,linezolid,the risk or severity of bleeding and hemorrhage can be increased when linezolid is combined with lepirudin.
db00001,lepirudin,furazolidone,the risk or severity of bleeding and hemorrhage can be increased when furazolidone is combined with lepirudin.
db00001,lepirudin,procaine,the risk or severity of bleeding and hemorrhage can be increased when procaine is combined with lepirudin.
db00001,lepirudin,tranylcypromine,the risk or severity of bleeding and hemorrhage can be increased when tranylcypromine is combined with lepirudin.
db00001,lepirudin,phenelzine,the risk or severity of bleeding and hemorrhage can be increased when phenelzine is combined with lepirudin.
db00001,lepirudin,minaprine,the risk or severity of bleeding and hemorrhage can be increased when minaprine is combined with lepirudin.
db00001,lepirudin,selegiline,the risk or severity of bleeding and hemorrhage can be increased when selegiline is combined with lepirudin.
db00001,lepirudin,procarbazine,the risk or severity of bleeding and hemorrhage can be increased when procarbazine is combined with lepirudin.
db00001,lepirudin,moclobemide,the risk or severity of bleeding and hemorrhage can be increased when moclobemide is combined with lepirudin.
db00001,lepirudin,isocarboxazid,the risk or severity of bleeding and hemorrhage can be increased when isocarboxazid is combined with lepirudin.
db00001,lepirudin,rasagiline,the risk or severity of bleeding and hemorrhage can be increased when rasagiline is combined with lepirudin.
db00001,lepirudin,pargyline,the risk or severity of bleeding and hemorrhage can be increased when pargyline is combined with lepirudin.
db00001,lepirudin,clorgiline,the risk or severity of bleeding and hemorrhage can be increased when clorgiline is combined with lepirudin.
db00001,lepirudin,iproniazid,the risk or severity of bleeding and hemorrhage can be increased when iproniazid is combined with lepirudin.
db00001,lepirudin,nialamide,the risk or severity of bleeding and hemorrhage can be increased when nialamide is combined with lepirudin.
db00001,lepirudin,safinamide,the risk or severity of bleeding and hemorrhage can be increased when safinamide is combined with lepirudin.
db00001,lepirudin,"7,8-dichloro-1,2,3,4-tetrahydroisoquinoline","the risk or severity of bleeding and hemorrhage can be increased when 7,8-dichloro-1,2,3,4-tetrahydroisoquinoline is combined with lepirudin."
db00001,lepirudin,methylene blue,the risk or severity of bleeding and hemorrhage can be increased when methylene blue is combined with lepirudin.
db00001,lepirudin,hydracarbazine,the risk or severity of bleeding and hemorrhage can be increased when hydracarbazine is combined with lepirudin.
db00001,lepirudin,pirlindole,the risk or severity of bleeding and hemorrhage can be increased when pirlindole is combined with lepirudin.
db00001,lepirudin,toloxatone,the risk or severity of bleeding and hemorrhage can be increased when toloxatone is combined with lepirudin.
db00001,lepirudin,benmoxin,the risk or severity of bleeding and hemorrhage can be increased when benmoxin is combined with lepirudin.
db00001,lepirudin,mebanazine,the risk or severity of bleeding and hemorrhage can be increased when mebanazine is combined with lepirudin.
